word,emotion,accuracy
monografia,trust,0
monocamada,trust,0
monólogo,trust,0
monopolista,trust,0
Monopólio,trust,0
monotonia,trust,0
monção,trust,0
monstro,trust,0
monstruosidade,trust,0
monstruoso,trust,0
Monte,trust,0
mês,trust,0
por mês,trust,0
monumento,trust,0
monumental,trust,0
Moo,trust,0
humor,trust,0
temperamental,trust,0
lua,trust,0
luar,trust,0
Moonstruck,trust,0
ancorada,trust,0
amarração,trust,0
charneca,trust,0
alce,trust,0
discutível,trust,0
amado,trust,0
esfregar,trust,0
pântano,trust,0
moratória,trust,0
mórbido,trust,0
morbidade,trust,0
necrotério,trust,0
moribundo,trust,0
manhã,trust,0
manhã,trust,0
idiota,trust,0
imbecil,trust,0
morfina,trust,0
morfismo,trust,0
morfologia,trust,0
amanhã,trust,0
bocado,trust,0
mortal,trust,0
mortalidade,trust,0
argamassa,trust,0
hipoteca,trust,0
Mortgagor,trust,0
mortificação,trust,0
mortuário,trust,0
mosaico,trust,0
mosquito,trust,0
musgo,trust,0
Mossy,trust,0
mote,trust,0
mariposa,trust,0
movimento,trust,0
imóvel,trust,0
motivador,trust,0
motivo,trust,0
Moteira,trust,0
motor,trust,0
Motocicleta,trust,0
motocicleta,trust,0
Bosque,trust,0
manchado,trust,0
lema,trust,0
mofo,trust,0
monte,trust,0
montar,trust,0
montanha,trust,0
alpinista,trust,0
montanhoso,trust,0
montanhas,trust,0
lamentar,trust,0
triste,trust,0
luto,trust,0
rato,trust,0
bigode,trust,0
boca,trust,0
bocado,trust,0
bocal,trust,0
móvel,trust,0
mover,trust,0
movimento,trust,0
motor,trust,0
filme,trust,0
filmes,trust,0
movendo,trust,0
movendo para a direção,trust,0
se movendo,trust,0
Cortar,trust,0
ressonância magnética,trust,0
muito necessário,trust,0
mucis,trust,0
MUCK,trust,0
sujou-se,trust,0
muco,trust,0
muco,trust,0
lama,trust,0
confusão,trust,0
confuso,trust,0
turvar,trust,0
Muff,trust,0
abafado,trust,0
silencioso,trust,0
caneca,trust,0
multilateral,trust,0
múltiplo,trust,0
Multiplex,trust,0
multiplicação,trust,0
multiplicidade,trust,0
multiplicado,trust,0
multiplicador,trust,0
multiplicar,trust,0
multidão,trust,0
Mamãe,trust,0
resmungar,trust,0
mamãe,trust,0
caxumba,trust,0
Hunch,trust,0
Funcies,trust,0
mundano,trust,0
municipal,trust,0
município,trust,0
mural,trust,0
assassinato,trust,0
assassino,trust,0
assassino,trust,0
obscuro,trust,0
murmúrio,trust,0
músculo,trust,0
muscular,trust,0
musa,trust,0
Musas,trust,0
museu,trust,0
Mush,trust,0
cogumelo,trust,0
música,trust,0
músico,trust,0
reflexão,trust,0
almíscar,trust,0
mosquete,trust,0
musselina,trust,0
muss,trust,0
Mustang,trust,0
mostarda,trust,0
reunir,trust,0
mofado,trust,0
mutável,trust,0
mutante,trust,0
mutação,trust,0
mutilado,trust,0
mutilação,trust,0
motim,trust,0
murmurar,trust,0
Carneiro,trust,0
mútuo,trust,0
mutuamente,trust,0
focinho,trust,0
meu favorito,trust,0
miopia,trust,0
míope,trust,0
miríade,trust,0
misterioso,trust,0
mistério,trust,0
místico,trust,0
místico,trust,0
misticismo,trust,0
mito,trust,0
mítico,trust,0
mítico,trust,0
mitológico,trust,0
mitologia,trust,0
nab,trust,0
nadir,trust,0
Nag,trust,0
unha,trust,0
ingênuo,trust,0
nu,trust,0
Namaste,trust,0
nomeado,trust,0
sem nome,trust,0
homônimo,trust,0
nomeação,trust,0
babá,trust,0
nanômetro,trust,0
sesta,trust,0
nuca,trust,0
guardanapo,trust,0
cochilando,trust,0
fralda,trust,0
narcótico,trust,0
narrar,trust,0
narração,trust,0
narrativa,trust,0
narrador,trust,0
estreito,trust,0
estreitando,trust,0
nascente,trust,0
nojento,trust,0
natal,trust,0
nacional,trust,0
nacionalidade,trust,0
nativo,trust,0
natividade,trust,0
naturalista,trust,0
naturalização,trust,0
naturalizado,trust,0
naturalmente,trust,0
natureza,trust,0
nada,trust,0
danadinho,trust,0
náusea,trust,0
Nauseado,trust,0
enjoado,trust,0
náutico,trust,0
naval,trust,0
nave,trust,0
umbigo,trust,0
navegável,trust,0
navegar,trust,0
navegação,trust,0
marinha,trust,0
não,trust,0
ordenadamente,trust,0
nebulosa,trust,0
nebulosidade,trust,0
nebuloso,trust,0
precisar,trust,0
necessidades,trust,0
necessidade,trust,0
pescoço,trust,0
colar,trust,0
necrose,trust,0
néctar,trust,0
Needalife,trust,0
indispensável,trust,0
preciso disso,trust,0
agulha,trust,0
agulhas,trust,0
Desnecessário,trust,0
precisa saber,trust,0
NeedToreLax,trust,0
carente,trust,0
nefasto,trust,0
negação,trust,0
negativo,trust,0
negligência,trust,0
negligenciado,trust,0
negligenciando,trust,0
negligência,trust,0
negligente,trust,0
negligentemente,trust,0
insignificante,trust,0
negociação,trust,0
negociador,trust,0
negro,trust,0
relinchar,trust,0
vizinhança,trust,0
vizinho,trust,0
neonatal,trust,0
neófito,trust,0
Neoprene,trust,0
sobrinho,trust,0
nepotismo,trust,0
nervo,trust,0
nervos,trust,0
nervoso,trust,0
nervosismo,trust,0
nervoso,trust,0
nervoso,trust,0
ness,trust,0
Aninhando,trust,0
líquido,trust,0
inferior,trust,0
rede,trust,0
urtiga,trust,0
rede,trust,0
neuralgia,trust,0
neurologia,trust,0
neurose,trust,0
neurótico,trust,0
neutro,trust,0
neutralizar,trust,0
novos começos,trust,0
recém -nascido,trust,0
recém -chegado,trust,0
novo dia,trust,0
novo emprego,trust,0
vida nova,trust,0
recentemente,trust,0
novo eu,trust,0
novidade,trust,0
notícias,trust,0
jornal,trust,0
banca de jornais,trust,0
novo começo,trust,0
ano Novo,trust,0
Nib,trust,0
mordidela,trust,0
nicho,trust,0
Nichts,trust,0
usuario,trust,0
níquel,trust,0
apelido,trust,0
nicotina,trust,0
sobrinha,trust,0
quase,trust,0
noite,trust,0
anoitecer,trust,0
rouxinol,trust,0
pesadelo,trust,0
pesadelos,trust,0
niilismo,trust,0
nada,trust,0
ágil,trust,0
noventa,trust,0
nono,trust,0
beliscar,trust,0
mamilo,trust,0
nix,trust,0
ninguém se importa,trust,0
nocomximações,trust,0
noturno,trust,0
acenar,trust,0
acenando,trust,0
nó,trust,0
nodular,trust,0
nódulo,trust,0
NoHope,trust,0
barulho,trust,0
barulhento,trust,0
nômade,trust,0
nômade,trust,0
nomenclatura,trust,0
nominal,trust,0
nomear,trust,0
nomeação,trust,0
Nomeado,trust,0
nonce,trust,0
não conformidade,trust,0
indefinido,trust,0
inexistente,trust,0
sem pagamento,trust,0
não residente,trust,0
Absurdo,trust,0
sem sentido,trust,0
novato,trust,0
macarrão,trust,0
recanto,trust,0
meio-dia,trust,0
laço,trust,0
Point,trust,0
sem arrependimentos,trust,0
norma,trust,0
norma,trust,0
normalidade,trust,0
normalidade,trust,0
nordeste,trust,0
Noschool,trust,0
nariz,trust,0
curioso,trust,0
sem neve,trust,0
nostalgia,trust,0
nostálgico,trust,0
Naestress,trust,0
narina,trust,0
sem sol,trust,0
notáveis,trust,0
notavelmente,trust,0
notamorningPerson,trust,0
notação,trust,0
entalhe,trust,0
entalhado,trust,0
observação,trust,0
caderno,trust,0
observado,trust,0
digno de nota,trust,0
infeliz,trust,0
nada melhor,trust,0
nada,trust,0
perceber,trust,0
perceptível,trust,0
notificação,trust,0
notificar,trust,0
noção,trust,0
nocional,trust,0
notoriedade,trust,0
não está pronto,trust,0
a despeito de,trust,0
nada,trust,0
substantivo,trust,0
nutrir,trust,0
nutrição,trust,0
Nouveau,trust,0
novidade,trust,0
novato,trust,0
hoje em dia,trust,0
agora trabalho,trust,0
sem problemas,trust,0
nocivo,trust,0
bocal,trust,0
nuance,trust,0
nuances,trust,0
núcleo,trust,0
nu,trust,0
Nudge,trust,0
nudez,trust,0
pepita,trust,0
incômodo,trust,0
NUL,trust,0
nulo,trust,0
anular,trust,0
dormente,trust,0
número,trust,0
numeração,trust,0
números,trust,0
dormência,trust,0
numeral,trust,0
numerador,trust,0
numérico,trust,0
numericamente,trust,0
numeroso,trust,0
noz-moscada,trust,0
nutrição,trust,0
nutritivo,trust,0
nutritivo,trust,0
nozes,trust,0
ninfa,trust,0
OAF,trust,0
carvalho,trust,0
remo,trust,0
aveia,trust,0
obediente,trust,0
obedientemente,trust,0
obelisco,trust,0
obeso,trust,0
obesidade,trust,0
obi,trust,0
obit,trust,0
obituário,trust,0
objeto,trust,0
objeção,trust,0
censurável,trust,0
obrigação,trust,0
obrigatório,trust,0
obrigado,trust,0
Devedor,trust,0
oblíquo,trust,0
obliterar,trust,0
obliterado,trust,0
obliteração,trust,0
esquecimento,trust,0
desatento,trust,0
oblongo,trust,0
detestável,trust,0
oboé,trust,0
obsceno,trust,0
obscenidade,trust,0
obscurecer,trust,0
obscurecido,trust,0
obscuridade,trust,0
observância,trust,0
atento,trust,0
observação,trust,0
observatório,trust,0
observar,trust,0
observador,trust,0
observando,trust,0
obcecado,trust,0
obsessão,trust,0
obsolescência,trust,0
obstetrícia,trust,0
obstinado,trust,0
obstruir,trust,0
obstrução,trust,0
obstrutivo,trust,0
obtivermos,trust,0
obtível,trust,0
obtuso,trust,0
anverso,trust,0
ocarina,trust,0
ocasião,trust,0
ocasional,trust,0
ocasionalmente,trust,0
oclusão,trust,0
oculto,trust,0
ocupação,trust,0
ocupação,trust,0
ocupado,trust,0
ocupante,trust,0
ocupar,trust,0
ocupando,trust,0
ocorrer,trust,0
ocorrência,trust,0
ocd,trust,0
oceano,trust,0
oceânico,trust,0
octógono,trust,0
oitava,trust,0
polvo,trust,0
ocular,trust,0
estranheza,trust,0
chances,trust,0
tributo,trust,0
odioso,trust,0
odômetro,trust,0
odor,trust,0
Estrogênio,trust,0
obra,trust,0
miudezas,trust,0
ofender,trust,0
ofendido,trust,0
agressor,trust,0
ofensa,trust,0
ofensiva,trust,0
oferecer,trust,0
oferecido,trust,0
De maneira diferente,trust,0
escritório,trust,0
escritórios,trust,0
oficiar,trust,0
Offing,trust,0
desembarcar,trust,0
desvio,trust,0
ramo,trust,0
impedir,trust,0
muitas vezes,trust,0
muitas vezes,trust,0
ogro,trust,0
Oh céus,trust,0
Oh Deus,trust,0
oh não,trust,0
Ah Merda,trust,0
óleo,trust,0
Óleos,trust,0
pomada,trust,0
olfativo,trust,0
oligarquia,trust,0
Oliva,trust,0
ómega,trust,0
omelete,trust,0
presságio,trust,0
omgomgomg,trust,0
ameaçador,trust,0
omissão,trust,0
omitir,trust,0
omitido,trust,0
Omnibus,trust,0
onipotência,trust,0
onipotente,trust,0
onipresente,trust,0
oncologista,trust,0
INSCRESSO,trust,0
um dia,trust,0
no limite,trust,0
um amor,trust,0
unidade,trust,0
oneroso,trust,0
a si mesmo,trust,0
em andamento,trust,0
cebola,trust,0
Início,trust,0
ataque,trust,0
ontologia,trust,0
ônus,trust,0
adiante,trust,0
ônix,trust,0
ooze,trust,0
escorrendo,trust,0
opacidade,trust,0
opala,trust,0
opaco,trust,0
Ope,trust,0
abrir,trust,0
abridor,trust,0
abertura,trust,0
abertura,trust,0
operático,trust,0
operações,trust,0
operativo,trust,0
operador,trust,0
oftálmico,trust,0
oftalmologista,trust,0
opiáceo,trust,0
opinião,trust,0
opinativo,trust,0
ópio,trust,0
adversário,trust,0
oportuno,trust,0
oportunismo,trust,0
oportunidade,trust,0
opor,trust,0
oposto,trust,0
opondo -se,trust,0
oposto,trust,0
opostos,trust,0
oposição,trust,0
oprimir,trust,0
opressão,trust,0
opressivo,trust,0
opressor,trust,0
ótico,trust,0
óptico,trust,0
óptica,trust,0
otimista,trust,0
opção,trust,0
opcional,trust,0
opcionalmente,trust,0
opções,trust,0
Optometrista,trust,0
opulência,trust,0
opulento,trust,0
Opus,trust,0
oral,trust,0
laranja,trust,0
oração,trust,0
orador,trust,0
oratório,trust,0
esfera,trust,0
órbita,trust,0
órbita,trust,0
orbs,trust,0
orc,trust,0
Pomar,trust,0
provação,trust,0
ordem,trust,0
ordenadamente,trust,0
ordinário,trust,0
munição,trust,0
minério,trust,0
orégano,trust,0
órgão,trust,0
orgânico,trust,0
organismo,trust,0
organista,trust,0
organizar,trust,0
organizado,trust,0
orgasmo,trust,0
orgias,trust,0
orientar,trust,0
oriental,trust,0
orientação,trust,0
orifício,trust,0
origem,trust,0
originalidade,trust,0
originar,trust,0
originação,trust,0
Originador,trust,0
ornamento,trust,0
ornamental,trust,0
ornamentação,trust,0
ornamentado,trust,0
ornamentado,trust,0
órfão,trust,0
ortodoxo,trust,0
ortogonal,trust,0
oscilar,trust,0
oscilando,trust,0
oscilação,trust,0
oscilatório,trust,0
ostensivo,trust,0
ostensivamente,trust,0
avestruz,trust,0
Otto,trust,0
otomano,trust,0
onça,trust,0
outt,trust,0
surto,trust,0
explosão,trust,0
exilado,trust,0
resultado,trust,0
clamor,trust,0
superar,trust,0
ar livre,trust,0
ao ar livre,trust,0
roupa,trust,0
superar,trust,0
crescimento,trust,0
dedo,trust,0
passeio,trust,0
estranho,trust,0
superar,trust,0
bandido,trust,0
tomada,trust,0
contorno,trust,0
contornos,trust,0
panorama,trust,0
periférico,trust,0
ultrapassar,trust,0
posto avançado,trust,0
derramamento,trust,0
saída,trust,0
ultraje,trust,0
indignado,trust,0
ultrajante,trust,0
completamente,trust,0
ultran,trust,0
início,trust,0
fora,trust,0
arredores,trust,0
franco,trust,0
fora do comum,trust,0
estendido,trust,0
para fora,trust,0
para fora,trust,0
Outweigh,trust,0
oval,trust,0
ovário,trust,0
ovado,trust,0
ovação,trust,0
forno,trust,0
macacão,trust,0
arrogante,trust,0
sobrecarregar,trust,0
nublado,trust,0
sobrecarregado,trust,0
sobretudo,trust,0
superar,trust,0
superando,trust,0
exagerar,trust,0
overdose,trust,0
Overdrive,trust,0
atrasado,trust,0
superestimar,trust,0
superestimado,trust,0
transbordar,trust,0
transbordante,trust,0
coberto de vegetação,trust,0
crescimento excessivo,trust,0
pendente,trust,0
revisão,trust,0
a sobrecarga,trust,0
muito feliz,trust,0
sobreposto,trust,0
sobreposição,trust,0
sobreposição,trust,0
sobrecarga,trust,0
sobrejacente,trust,0
pago em excesso,trust,0
ultrapassar,trust,0
exagerado,trust,0
sobrecarregar,trust,0
avassalador,trust,0
muito caro,trust,0
sobrepor,trust,0
substituir,trust,0
Overnun,trust,0
superintendente,trust,0
ofuscar,trust,0
supervisão,trust,0
dormindo demais,trust,0
exagerar,trust,0
estoque excessivo,trust,0
APRETO,trust,0
ultrapassa,trust,0
ultrapassado,trust,0
sobre a Lua,trust,0
mais pensativo,trust,0
pensar demasiado,trust,0
derrubar,trust,0
ultrapassado,trust,0
abertura,trust,0
reviravolta,trust,0
Sobrecarga,trust,0
sobrecarregado,trust,0
muito pesado,trust,0
superzeal,trust,0
dever,trust,0
proprietário,trust,0
propriedade,trust,0
boi,trust,0
oxidação,trust,0
oxigênio,trust,0
oxímoro,trust,0
ostra,trust,0
ritmo,trust,0
pacífico,trust,0
Acalmar,trust,0
ritmo,trust,0
pacote,trust,0
pacote,trust,0
Packer,trust,0
pacote,trust,0
almofada,trust,0
preenchimento,trust,0
Raddle,trust,0
"Pomar, pasto",trust,0
Paddy,trust,0
cadeado,trust,0
padre,trust,0
pagão,trust,0
paganismo,trust,0
página,trust,0
Pageant,trust,0
paginação,trust,0
pagode,trust,0
balde,trust,0
dor,trust,0
dor,trust,0
doloroso,trust,0
dolorosamente,trust,0
sem dor,trust,0
dores,trust,0
diligente,trust,0
pintar,trust,0
pintado,trust,0
pintor,trust,0
pintura,trust,0
par,trust,0
pijamas,trust,0
amigo,trust,0
Palácio,trust,0
palatável,trust,0
palato,trust,0
pálido,trust,0
Paleontologia,trust,0
paleta,trust,0
mortalha,trust,0
paládio,trust,0
palete,trust,0
paliativo,trust,0
Palma,trust,0
Palmer,trust,0
palpável,trust,0
palpitações,trust,0
paralisia,trust,0
insignificante,trust,0
PAMPER,trust,0
panfleto,trust,0
frigideira,trust,0
panaceia,trust,0
Panache,trust,0
panqueca,trust,0
pandemia,trust,0
painel,trust,0
Pang,trust,0
pânico,trust,0
ataque de pânico,trust,0
em pânico,trust,0
em pânico,trust,0
panier,trust,0
panorama,trust,0
panorâmico,trust,0
calça,trust,0
panteão,trust,0
pantera,trust,0
calcinhas,trust,0
pantomima,trust,0
despensa,trust,0
calça,trust,0
Pap,trust,0
papado,trust,0
papal,trust,0
papel,trust,0
Paprika,trust,0
papiro,trust,0
par,trust,0
parábola,trust,0
parábola,trust,0
parabólico,trust,0
pára -quedas,trust,0
parada,trust,0
paradigma,trust,0
paraíso,trust,0
paradoxo,trust,0
paradoxal,trust,0
parafina,trust,0
parágrafo,trust,0
paralaxe,trust,0
paralelo,trust,0
paralelismo,trust,0
paralisia,trust,0
paralisar,trust,0
Paramount,trust,0
paranóia,trust,0
paranóico,trust,0
parapeito,trust,0
parafernália,trust,0
paráfrase,trust,0
parasita,trust,0
Parasol,trust,0
parcela,trust,0
encomendas,trust,0
pergaminho,trust,0
perdão,trust,0
pare,trust,0
parênquima,trust,0
pai,trust,0
parentesco,trust,0
parental,trust,0
parêntese,trust,0
entrevistados,trust,0
Paring,trust,0
paridade,trust,0
parque,trust,0
linguajar,trust,0
parlamentar,trust,0
salão,trust,0
liberdade condicional,trust,0
parquet,trust,0
papagaio,trust,0
desviar-se,trust,0
analisar,trust,0
parcimonioso,trust,0
parcimônia,trust,0
salsinha,trust,0
Parson,trust,0
papel,trust,0
parcialidade,trust,0
parcialmente,trust,0
participar,trust,0
participação,trust,0
partícula,trust,0
particularidade,trust,0
detalhes,trust,0
separação,trust,0
partidário,trust,0
partidarismo,trust,0
partição,trust,0
parcialmente,trust,0
parceiro,trust,0
peças,trust,0
festa,trust,0
pas,trust,0
passar,trust,0
aceitável,trust,0
passagem,trust,0
passagem,trust,0
Passe,trust,0
passageiro,trust,0
passim,trust,0
passagem,trust,0
passiva,trust,0
passividade,trust,0
Passaporte,trust,0
passado,trust,0
colar,trust,0
pastel,trust,0
passatempo,trust,0
pastelaria,trust,0
pasto,trust,0
pastosa,trust,0
Pat,trust,0
correção,trust,0
Patchwork,trust,0
Pate,trust,0
patela,trust,0
patente,trust,0
paterno,trust,0
paternidade,trust,0
patético,trust,0
patologia,trust,0
Pathos,trust,0
caminho,trust,0
paciente,trust,0
pátio,trust,0
patriarca,trust,0
patrimônio,trust,0
patriota,trust,0
patriótico,trust,0
patriotismo,trust,0
condescendente,trust,0
patrocinar,trust,0
condescendente,trust,0
Patter,trust,0
padrão,trust,0
escassez,trust,0
pobre,trust,0
pausa,trust,0
Pavimento,trust,0
pavilhão,trust,0
pavimentação,trust,0
pata,trust,0
pax,trust,0
retorno,trust,0
dia do pagamento,trust,0
pagador,trust,0
pagamento,trust,0
ervilha,trust,0
pacífico,trust,0
pacificamente,trust,0
paz de espírito,trust,0
pavão,trust,0
pico,trust,0
atingiu o pico,trust,0
pérola,trust,0
camponês,trust,0
turfa,trust,0
seixo,trust,0
Peck,trust,0
peculiar,trust,0
peculiaridades,trust,0
peculiaridade,trust,0
particularmente,trust,0
pecuniário,trust,0
pedal,trust,0
pedante,trust,0
Peddle,trust,0
pedestal,trust,0
pedestre,trust,0
pediatria,trust,0
pedicure,trust,0
pedômetro,trust,0
casca,trust,0
Peep,trust,0
par,trust,0
encarando,trust,0
inigualável,trust,0
irritado,trust,0
Peg,trust,0
pinos,trust,0
Peice,trust,0
pelágico,trust,0
pellet,trust,0
caneta,trust,0
penal,trust,0
pena,trust,0
penitência,trust,0
propensão,trust,0
lápis,trust,0
pingente,trust,0
pendência,trust,0
pendente,trust,0
pendente,trust,0
pêndulo,trust,0
penetrar,trust,0
penetrante,trust,0
penetração,trust,0
Península,trust,0
penitenciária,trust,0
galhardete,trust,0
sem um tostão,trust,0
centavo,trust,0
pensão,trust,0
pensionista,trust,0
pensativo,trust,0
Pentágono,trust,0
Pentil,trust,0
penúltimo,trust,0
pessoas,trust,0
povoado,trust,0
pimenta,trust,0
hortelã -pimenta,trust,0
Péptico,trust,0
percentagem,trust,0
perceptível,trust,0
percepção,trust,0
perceptivo,trust,0
poleiro,trust,0
perchance,trust,0
percolação,trust,0
percussão,trust,0
perdição,trust,0
peremptório,trust,0
perfurado,trust,0
perfuração,trust,0
Perforce,trust,0
executar,trust,0
desempenho,trust,0
artista,trust,0
perfume,trust,0
perfumado,trust,0
peri,trust,0
peridoto,trust,0
perigo,trust,0
perigoso,trust,0
perímetro,trust,0
período,trust,0
periódico,trust,0
periódico,trust,0
periodicamente,trust,0
periferia,trust,0
perecer,trust,0
perecível,trust,0
pereceu,trust,0
perecendo,trust,0
perjúrio,trust,0
vantagem,trust,0
permanência,trust,0
permeável,trust,0
permeado,trust,0
permeação,trust,0
permitida,trust,0
permissão,trust,0
permissivo,trust,0
permitir,trust,0
permitido,trust,0
permitir,trust,0
permutação,trust,0
pernicioso,trust,0
perpendicular,trust,0
perpetrar,trust,0
autor,trust,0
perpétuo,trust,0
perpetuamente,trust,0
perpetuar,trust,0
perpetuação,trust,0
perplexo,trust,0
perplexo,trust,0
perplexidade,trust,0
perseguir,trust,0
perseguição,trust,0
perseverança,trust,0
perseverar,trust,0
persistir,trust,0
persistência,trust,0
persistente,trust,0
